eyetoeye,eyetomouth,class
8.333333333333334,105,1
15.0,103.3333333,1
10.0,111.6666667,1
1.6666666666666667,95,1
20.0,105,1
6.666666666666667,123.3333333,1
30.0,140,1
8.333333333333334,111.6666667,1
16.666666666666668,121.6666667,1
6.666666666666667,93.33333333,1
5.0,96.66666667,1
3.3333333333333335,120,1
1.6666666666666667,120,1
1.6666666666666667,93.33333333,1
5.0,158.3333333,1
3.3333333333333335,128.3333333,1
10.0,98.33333333,1
21.666666666666668,76.66666667,1
13.333333333333334,116.6666667,1
6.666666666666667,118.3333333,1
10.0,95,1
3.3333333333333335,110,1
36.666666666666664,115,1
3.3333333333333335,96.66666667,1
21.666666666666668,86.66666667,1
0.0,118.3333333,1
5.0,93.33333333,1
10.0,126.6666667,1
1.6666666666666667,115,1
16.666666666666668,106.6666667,1
1.6666666666666667,150,1
13.333333333333334,125,1
15.0,113.3333333,1
53.333333333333336,113.3333333,1
25.0,105,1
16.666666666666668,80,1
6.666666666666667,103.3333333,1
16.666666666666668,103.3333333,1
0.0,133.3333333,1
36.666666666666664,120,1
6.666666666666667,88.33333333,1
3.3333333333333335,93.33333333,1
33.333333333333336,101.6666667,1
1.6666666666666667,118.3333333,1
30.0,100,1
21.666666666666668,111.6666667,1
5.0,96.66666667,1
0.0,111.6666667,1
0.0,98.33333333,1
6.666666666666667,195,1
13.333333333333334,108.3333333,1
11.666666666666668,115,1
5.0,101.6666667,1
13.333333333333334,108.3333333,1
15.0,131.6666667,1
11.666666666666668,203.3333333,1
10.0,111.6666667,1
3.3333333333333335,106.6666667,1
1.6666666666666667,115,1
1.6666666666666667,90,1
1.6666666666666667,138.3333333,1
11.666666666666668,98.33333333,1
1.6666666666666667,98.33333333,1
8.333333333333334,136.6666667,1
10.0,108.3333333,1
8.333333333333334,81.66666667,1
13.333333333333334,118.3333333,1
10.0,110,1
3.3333333333333335,101.6666667,1
25.0,90,1
3.3333333333333335,76.66666667,1
21.666666666666668,70,1
20.0,100,1
15.0,80,1
23.333333333333336,110,1
3.3333333333333335,143.3333333,1
11.666666666666668,111.6666667,1
33.333333333333336,128.3333333,1
5.0,106.6666667,1
3.3333333333333335,100,1
6.666666666666667,175,1
5.0,80,1
8.333333333333334,105,1
1.6666666666666667,101.6666667,1
6.666666666666667,146.6666667,1
5.0,83.33333333,1
10.0,98.33333333,1
5.0,113.3333333,1
0.0,195,1
1.6666666666666667,113.3333333,1
0.0,128.3333333,1
5.0,96.66666667,1
13.333333333333334,116.6666667,1
8.333333333333334,120,1
13.333333333333334,88.33333333,1
0.0,111.6666667,1
6.666666666666667,106.6666667,1
20.0,178.3333333,1
0.0,128.3333333,1
0.0,106.6666667,1
13.333333333333334,103.3333333,1
41.666666666666664,135,1
16.666666666666668,95,1
13.333333333333334,110,1
8.333333333333334,95,1
3.3333333333333335,93.33333333,1
16.666666666666668,108.3333333,1
5.0,118.3333333,1
16.666666666666668,120,1
10.0,75,1
1.6666666666666667,98.33333333,1
5.0,110,1
6.666666666666667,121.6666667,1
8.333333333333334,110,1
6.666666666666667,123.3333333,1
11.666666666666668,103.3333333,1
8.333333333333334,108.3333333,1
28.333333333333332,118.3333333,1
0.0,101.6666667,1
3.3333333333333335,128.3333333,1
1.6666666666666667,101.6666667,1
6.666666666666667,125,1
10.0,103.3333333,1
8.333333333333334,116.6666667,1
8.333333333333334,95,1
10.0,103.3333333,1
13.333333333333334,91.66666667,1
1.6666666666666667,121.6666667,1
13.333333333333334,106.6666667,1
16.666666666666668,115,1
1.6666666666666667,100,1
1.6666666666666667,115,1
5.0,98.33333333,1
3.3333333333333335,88.33333333,1
3.3333333333333335,100,1
28.333333333333332,106.6666667,1
8.333333333333334,111.6666667,1
18.333333333333332,86.66666667,1
8.333333333333334,105,1
0.0,113.3333333,1
10.0,113.3333333,1
3.3333333333333335,110,1
10.0,91.66666667,1
13.333333333333334,95,1
0.0,125,1
3.3333333333333335,143.3333333,1
5.0,133.3333333,1
8.333333333333334,131.6666667,1
3.3333333333333335,161.6666667,1
58.333333333333336,111.6666667,1
1.6666666666666667,106.6666667,1
3.3333333333333335,105,1
1.6666666666666667,140,1
5.0,103.3333333,1
1.6666666666666667,110,1
5.0,105,1
3.3333333333333335,113.3333333,1
28.333333333333332,108.3333333,1
1.6666666666666667,78.33333333,1
13.333333333333334,101.6666667,1
23.333333333333336,76.66666667,1
6.666666666666667,146.6666667,1
6.666666666666667,118.3333333,1
3.3333333333333335,128.3333333,1
3.3333333333333335,90,1
10.0,110,1
15.0,90,1
31.666666666666668,110,1
8.333333333333334,108.3333333,1
41.666666666666664,101.6666667,1
15.0,111.6666667,1
10.0,98.33333333,1
5.0,83.33333333,1
5.0,108.3333333,1
1.6666666666666667,110,1
8.333333333333334,115,1
11.666666666666668,106.6666667,1
21.666666666666668,88.33333333,1
1.6666666666666667,103.3333333,1
8.333333333333334,108.3333333,1
5.0,121.6666667,1
3.3333333333333335,106.6666667,1
8.333333333333334,138.3333333,1
50.0,120,1
26.666666666666668,190,1
3.3333333333333335,105,1
11.666666666666668,110,1
3.3333333333333335,143.3333333,1
30.0,103.3333333,1
3.3333333333333335,120,1
3.3333333333333335,100,1
15.0,111.6666667,1
38.33333333333333,123.3333333,1
6.666666666666667,123.3333333,1
40.0,110,1
10.0,110,1
8.333333333333334,123.3333333,1
5.0,98.33333333,1
10.0,145,1
0.0,88.33333333,1
3.3333333333333335,113.3333333,1
5.0,98.33333333,1
11.666666666666668,101.6666667,1
3.3333333333333335,105,1
3.3333333333333335,118.3333333,1
3.3333333333333335,98.33333333,1
0.0,111.6666667,1
1.6666666666666667,126.6666667,1
21.666666666666668,151.6666667,1
15.0,143.3333333,1
3.3333333333333335,135,1
10.0,128.3333333,1
18.333333333333332,90,1
15.0,90,1
1.6666666666666667,110,1
23.333333333333336,136.6666667,1
6.666666666666667,120,1
10.0,133.3333333,1
3.3333333333333335,116.6666667,1
15.0,128.3333333,1
5.0,113.3333333,1
13.333333333333334,40,1
8.333333333333334,115,1
15.0,151.6666667,1
15.0,130,1
31.666666666666668,113.3333333,1
8.333333333333334,121.6666667,1
1.6666666666666667,138.3333333,1
8.333333333333334,125,1
28.333333333333332,156.6666667,1
18.333333333333332,126.6666667,1
3.3333333333333335,118.3333333,1
21.666666666666668,143.3333333,1
5.0,136.6666667,1
21.666666666666668,123.3333333,1
10.0,140,1
13.333333333333334,113.3333333,1
3.3333333333333335,111.6666667,1
5.0,116.6666667,1
0.0,125,1
1.6666666666666667,98.33333333,1
5.0,106.6666667,1
3.3333333333333335,108.3333333,1
5.0,125,1
3.3333333333333335,121.6666667,1
30.0,101.6666667,1
1.6666666666666667,116.6666667,1
16.666666666666668,110,1
48.333333333333336,91.66666667,1
0.0,120,1
55.0,110,1
5.0,93.33333333,1
48.333333333333336,101.6666667,1
10.0,90,1
3.3333333333333335,108.3333333,1
23.333333333333336,111.6666667,1
0.0,125,1
6.666666666666667,100,1
6.666666666666667,135,1
28.333333333333332,103.3333333,1
40.0,91.66666667,1
6.666666666666667,163.3333333,1
13.333333333333334,91.66666667,1
6.666666666666667,96.66666667,1
28.333333333333332,100,1
1.6666666666666667,110,1
15.0,115,1
5.0,90,1
3.3333333333333335,103.3333333,1
16.666666666666668,88.33333333,1
25.0,118.3333333,1
16.666666666666668,95,1
3.3333333333333335,160,1
43.333333333333336,110,1
18.333333333333332,108.3333333,1
1.6666666666666667,136.6666667,1
11.666666666666668,88.33333333,1
13.333333333333334,103.3333333,1
1.6666666666666667,115,1
3.3333333333333335,111.6666667,1
6.666666666666667,98.33333333,1
26.666666666666668,131.6666667,1
5.0,135,1
46.66666666666667,106.6666667,1
8.333333333333334,141.6666667,1
0.0,110,1
15.0,98.33333333,1
0.0,108.3333333,1
6.666666666666667,115,1
20.0,153.3333333,1
0.0,115,1
33.333333333333336,111.6666667,1
1.6666666666666667,118.3333333,1
6.666666666666667,110,1
8.333333333333334,106.6666667,1
0.0,136.6666667,1
13.333333333333334,113.3333333,1
3.3333333333333335,90,1
20.0,78.33333333,1
15.0,111.6666667,1
11.666666666666668,110,1
5.0,116.6666667,1
11.666666666666668,118.3333333,1
10.0,115,1
6.666666666666667,96.66666667,1
8.333333333333334,111.6666667,1
3.3333333333333335,178.3333333,1
16.666666666666668,130,1
13.333333333333334,108.3333333,1
11.666666666666668,96.66666667,1
1.6666666666666667,118.3333333,1
13.333333333333334,123.3333333,1
10.0,118.3333333,1
3.3333333333333335,90,1
6.666666666666667,98.33333333,1
10.0,113.3333333,1
1.6666666666666667,178.3333333,1
36.666666666666664,103.3333333,1
0.0,108.3333333,1
6.666666666666667,111.6666667,1
20.0,160,1
15.0,108.3333333,1
1.6666666666666667,105,1
35.0,100,1
33.333333333333336,105,1
6.666666666666667,103.3333333,1
1.6666666666666667,101.6666667,1
11.666666666666668,105,1
18.333333333333332,103.3333333,1
6.666666666666667,183.3333333,1
31.666666666666668,90,1
18.333333333333332,93.33333333,1
31.666666666666668,85,1
8.333333333333334,98.33333333,1
35.0,111.6666667,1
28.333333333333332,98.33333333,1
11.666666666666668,120,1
1.6666666666666667,91.66666667,1
8.333333333333334,101.6666667,1
0.0,123.3333333,1
8.333333333333334,110,1
8.333333333333334,121.6666667,1
0.0,106.6666667,1
3.3333333333333335,161.6666667,1
38.33333333333333,113.3333333,1
3.3333333333333335,126.6666667,1
11.666666666666668,128.3333333,1
11.666666666666668,95,1
3.3333333333333335,55,1
0.0,103.3333333,1
10.0,103.3333333,1
3.3333333333333335,83.33333333,1
15.0,93.33333333,1
0.0,136.6666667,1
0.0,135,1
58.333333333333336,100,1
6.666666666666667,110,1
11.666666666666668,98.33333333,1
10.0,115,1
8.333333333333334,106.6666667,1
1.6666666666666667,93.33333333,1
15.0,105,1
1.6666666666666667,95,1
10.0,90,1
16.666666666666668,128.3333333,1
15.0,93.33333333,1
3.3333333333333335,100,1
0.0,118.3333333,1
15.0,170,1
8.333333333333334,98.33333333,1
10.0,91.66666667,1
0.0,106.6666667,1
11.666666666666668,113.3333333,1
13.333333333333334,163.3333333,1
23.333333333333336,118.3333333,1
43.333333333333336,83.33333333,1
5.0,120,1
15.0,116.6666667,1
13.333333333333334,210,1
18.333333333333332,111.6666667,1
8.333333333333334,96.66666667,1
51.666666666666664,83.33333333,1
11.666666666666668,118.3333333,1
10.0,88.33333333,1
25.0,85,1
3.3333333333333335,118.3333333,1
13.333333333333334,113.3333333,1
11.666666666666668,110,1
8.333333333333334,101.6666667,1
16.666666666666668,106.6666667,1
46.66666666666667,113.3333333,1
15.0,141.6666667,1
16.666666666666668,133.3333333,1
3.3333333333333335,170,1
8.333333333333334,100,1
30.0,110,1
8.333333333333334,118.3333333,1
23.333333333333336,120,1
6.666666666666667,113.3333333,1
8.333333333333334,93.33333333,1
13.333333333333334,98.33333333,1
3.3333333333333335,106.6666667,1
6.666666666666667,101.6666667,1
5.0,120,1
8.333333333333334,123.3333333,1
8.333333333333334,141.6666667,1
5.0,140,1
5.0,125,1
18.333333333333332,106.6666667,1
20.0,90,1
5.0,110,1
3.3333333333333335,138.3333333,1
0.0,160,1
0.0,123.3333333,1
18.333333333333332,105,1
16.666666666666668,111.6666667,1
11.666666666666668,131.6666667,1
3.3333333333333335,148.3333333,1
8.333333333333334,115,1
11.666666666666668,70,1
35.0,131.6666667,1
0.0,106.6666667,1
1.6666666666666667,105,1
1.6666666666666667,86.66666667,1
18.333333333333332,68.33333333,1
11.666666666666668,81.66666667,1
35.0,80,1
6.666666666666667,100,1
0.0,116.6666667,1
41.666666666666664,105,1
38.33333333333333,56.66666667,1
16.666666666666668,86.66666667,1
11.666666666666668,95,1
8.333333333333334,98.33333333,1
8.333333333333334,110,1
6.666666666666667,83.33333333,1
11.666666666666668,65,1
10.0,71.66666667,1
8.333333333333334,76.66666667,1
15.0,85,1
20.0,73.33333333,1
3.3333333333333335,96.66666667,1
11.666666666666668,85,1
0.0,113.3333333,1
11.666666666666668,85,1
15.0,106.6666667,1
1.6666666666666667,100,1
hesaplanamadı,110,1
11.666666666666668,105,1
6.666666666666667,128.3333333,1
35.0,106.6666667,1
8.333333333333334,88.33333333,1
38.33333333333333,113.3333333,1
6.666666666666667,80,1
21.666666666666668,110,1
6.666666666666667,116.6666667,1
8.333333333333334,126.6666667,1
6.666666666666667,81.66666667,1
11.666666666666668,95,1
35.0,93.33333333,1
8.333333333333334,68.33333333,1
0.0,81.66666667,1
5.0,165,1
11.666666666666668,103.3333333,1
8.333333333333334,101.6666667,1
13.333333333333334,80,1
1.6666666666666667,108.3333333,1
11.666666666666668,95,1
5.0,133.3333333,1
5.0,86.66666667,1
6.666666666666667,93.33333333,1
5.0,75,1
3.3333333333333335,91.66666667,1
3.3333333333333335,116.6666667,1
5.0,85,1
3.3333333333333335,88.33333333,1
30.0,143.3333333,1
3.3333333333333335,98.33333333,1
3.3333333333333335,91.66666667,1
1.6666666666666667,100,1
30.0,70,1
0.0,110,1
0.0,106.6666667,1
31.666666666666668,98.33333333,1
10.0,90,1
5.0,106.6666667,1
15.0,110,1
11.666666666666668,111.6666667,1
40.0,85,1
3.3333333333333335,91.66666667,1
11.666666666666668,105,1
8.333333333333334,141.6666667,1
6.666666666666667,116.6666667,1
3.3333333333333335,100,1
1.6666666666666667,66.66666667,1
15.0,140,1
20.0,106.6666667,1
13.333333333333334,88.33333333,1
8.333333333333334,90,1
6.666666666666667,98.33333333,1
46.66666666666667,96.66666667,1
3.3333333333333335,111.6666667,1
1.6666666666666667,105,1
8.333333333333334,83.33333333,1
6.666666666666667,101.6666667,1
0.0,100,1
8.333333333333334,123.3333333,1
11.666666666666668,118.3333333,1
3.3333333333333335,98.33333333,1
5.0,93.33333333,1
3.3333333333333335,116.6666667,1
8.333333333333334,88.33333333,1
21.666666666666668,80,1
0.0,101.6666667,1
1.6666666666666667,110,1
5.0,101.6666667,1
1.6666666666666667,103.3333333,1
20.0,145,1
36.666666666666664,76.66666667,1
6.666666666666667,85,1
0.0,131.6666667,1
3.3333333333333335,91.66666667,1
0.0,105,1
3.3333333333333335,103.3333333,1
23.333333333333336,113.3333333,1
5.0,121.6666667,1
8.333333333333334,96.66666667,1
5.0,106.6666667,1
28.333333333333332,133.3333333,1
23.333333333333336,95,1
46.66666666666667,108.3333333,1
18.333333333333332,88.33333333,1
1.6666666666666667,95,1
5.0,123.3333333,1
5.0,153.3333333,1
8.333333333333334,96.66666667,1
8.333333333333334,118.3333333,1
23.333333333333336,156.6666667,1
0.0,111.6666667,1
5.0,88.33333333,1
8.333333333333334,108.3333333,1
13.333333333333334,116.6666667,1
10.0,80,1
21.666666666666668,90,1
28.333333333333332,95,1
15.0,100,1
16.666666666666668,88.33333333,1
30.0,98.33333333,1
28.333333333333332,131.6666667,1
1.6666666666666667,135,1
15.0,115,1
11.666666666666668,85,1
11.666666666666668,105,1
56.666666666666664,80,1
25.0,106.6666667,1
16.666666666666668,118.3333333,1
31.666666666666668,101.6666667,1
3.3333333333333335,80,1
6.666666666666667,105,1
13.333333333333334,101.6666667,1
6.666666666666667,140,1
1.6666666666666667,83.33333333,1
31.666666666666668,100,1
3.3333333333333335,86.66666667,1
25.0,90,1
5.0,98.33333333,1
23.333333333333336,95,1
6.666666666666667,101.6666667,1
1.6666666666666667,83.33333333,1
6.666666666666667,111.6666667,1
58.333333333333336,100,1
13.333333333333334,133.3333333,1
3.3333333333333335,151.6666667,1
20.0,93.33333333,1
6.666666666666667,96.66666667,1
11.666666666666668,98.33333333,1
8.333333333333334,73.33333333,1
3.3333333333333335,75,1
15.0,96.66666667,1
11.666666666666668,83.33333333,1
5.0,73.33333333,1
13.333333333333334,81.66666667,1
0.0,108.3333333,1
10.0,180,1
3.3333333333333335,111.6666667,1
0.0,71.66666667,1
13.333333333333334,141.6666667,1
11.666666666666668,90,1
10.0,80,1
11.666666666666668,110,1
8.333333333333334,100,1
11.666666666666668,118.3333333,1
0.0,105,1
8.333333333333334,98.33333333,1
11.666666666666668,123.3333333,1
16.666666666666668,113.3333333,1
21.666666666666668,105,1
15.0,106.6666667,1
0.0,141.6666667,1
6.666666666666667,86.66666667,1
6.666666666666667,93.33333333,1
1.6666666666666667,126.6666667,1
5.0,113.3333333,1
16.666666666666668,98.33333333,1
5.0,90,1
31.666666666666668,140,1
0.0,131.6666667,1
10.0,101.6666667,1
5.0,90,1
10.0,126.6666667,1
8.333333333333334,121.6666667,1
1.6666666666666667,108.3333333,1
40.0,105,1
15.0,128.3333333,1
6.666666666666667,98.33333333,1
5.0,96.66666667,1
5.0,98.33333333,1
3.3333333333333335,115,1
8.333333333333334,95,1
10.0,116.6666667,1
1.6666666666666667,96.66666667,1
10.0,95,1
15.0,116.6666667,1
11.666666666666668,115,1
5.0,115,1
6.666666666666667,96.66666667,1
0.0,106.6666667,1
10.0,98.33333333,1
18.333333333333332,90,1
hesaplanamadı,91.66666667,1
23.333333333333336,120,1
30.0,90,1
6.666666666666667,108.3333333,1
0.0,193.3333333,1
10.0,91.66666667,1
3.3333333333333335,96.66666667,1
8.333333333333334,95,1
23.333333333333336,255,1
13.333333333333334,108.3333333,1
1.6666666666666667,98.33333333,1
3.3333333333333335,98.33333333,1
13.333333333333334,96.66666667,1
3.3333333333333335,91.66666667,1
38.33333333333333,131.6666667,1
0.0,101.6666667,1
25.0,95,1
1.6666666666666667,115,1
13.333333333333334,123.3333333,1
3.3333333333333335,133.3333333,1
13.333333333333334,125,1
6.666666666666667,100,1
10.0,138.3333333,1
16.666666666666668,111.6666667,1
16.666666666666668,63.33333333,1
3.3333333333333335,96.66666667,1
5.0,118.3333333,1
16.666666666666668,253.3333333,1
18.333333333333332,98.33333333,1
5.0,131.6666667,1
16.666666666666668,121.6666667,1
31.666666666666668,58.33333333,1
16.666666666666668,106.6666667,1
26.666666666666668,95,1
5.0,106.6666667,1
13.333333333333334,120,1
6.666666666666667,130,1
5.0,123.3333333,1
3.3333333333333335,103.3333333,1
16.666666666666668,133.3333333,1
0.0,120,1
13.333333333333334,106.6666667,1
3.3333333333333335,145,1
5.0,108.3333333,1
11.666666666666668,93.33333333,1
5.0,98.33333333,1
16.666666666666668,98.33333333,1
20.0,113.3333333,1
15.0,116.6666667,1
15.0,113.3333333,1
0.0,105,1
3.3333333333333335,113.3333333,1
16.666666666666668,128.3333333,1
3.3333333333333335,110,1
8.333333333333334,60,1
1.6666666666666667,105,1
16.666666666666668,83.33333333,1
5.0,106.6666667,1
11.666666666666668,70,1
11.666666666666668,165,1
1.6666666666666667,96.66666667,1
6.666666666666667,85,1
3.3333333333333335,70,1
15.0,115,1
3.3333333333333335,100,1
5.0,105,1
5.0,95,1
3.3333333333333335,105,1
3.3333333333333335,83.33333333,1
20.0,91.66666667,1
5.0,98.33333333,1
3.3333333333333335,135,1
1.6666666666666667,90,1
3.3333333333333335,90,1
8.333333333333334,93.33333333,1
15.0,98.33333333,1
36.666666666666664,106.6666667,1
5.0,91.66666667,1
1.6666666666666667,118.3333333,1
25.0,120,1
11.666666666666668,110,1
10.0,91.66666667,1
6.666666666666667,136.6666667,1
35.0,90,1
8.333333333333334,105,1
20.0,90,1
1.6666666666666667,118.3333333,1
8.333333333333334,133.3333333,1
5.0,115,1
16.666666666666668,120,1
16.666666666666668,116.6666667,1
6.666666666666667,146.6666667,1
5.0,115,1
5.0,113.3333333,1
21.666666666666668,95,1
31.666666666666668,108.3333333,1
3.3333333333333335,106.6666667,1
1.6666666666666667,113.3333333,1
0.0,98.33333333,1
5.0,71.66666667,1
0.0,115,1
3.3333333333333335,123.3333333,1
11.666666666666668,115,1
3.3333333333333335,116.6666667,1
11.666666666666668,111.6666667,1
23.333333333333336,181.6666667,1
1.6666666666666667,121.6666667,1
16.666666666666668,128.3333333,1
20.0,116.6666667,1
18.333333333333332,96.66666667,1
23.333333333333336,113.3333333,1
1.6666666666666667,138.3333333,1
51.666666666666664,130,1
3.3333333333333335,113.3333333,1
23.333333333333336,123.3333333,1
13.333333333333334,118.3333333,1
6.666666666666667,153.3333333,1
3.3333333333333335,200,1
0.0,130,1
15.0,98.33333333,1
33.333333333333336,135,1
0.0,93.33333333,1
5.0,93.33333333,1
1.6666666666666667,113.3333333,1
0.0,110,1
1.6666666666666667,120,1
13.333333333333334,150,1
0.0,116.6666667,1
18.333333333333332,111.6666667,1
3.3333333333333335,98.33333333,1
21.666666666666668,90,1
6.666666666666667,108.3333333,1
1.6666666666666667,128.3333333,1
0.0,118.3333333,1
5.0,123.3333333,1
13.333333333333334,86.66666667,1
11.666666666666668,140,1
1.6666666666666667,123.3333333,1
6.666666666666667,126.6666667,1
1.6666666666666667,131.6666667,1
3.3333333333333335,158.3333333,1
3.3333333333333335,108.3333333,1
1.6666666666666667,105,1
6.666666666666667,105,1
6.666666666666667,133.3333333,1
45.0,103.3333333,1
1.6666666666666667,226.6666667,1
35.0,136.6666667,1
1.6666666666666667,181.6666667,1
10.0,120,1
3.3333333333333335,130,1
5.0,100,1
8.333333333333334,186.6666667,1
6.666666666666667,110,1
26.666666666666668,105,1
50.0,33.33333333,1
20.0,123.3333333,1
30.0,133.3333333,1
10.0,141.6666667,1
3.3333333333333335,120,1
15.0,120,1
10.0,103.3333333,1
10.0,98.33333333,1
0.0,86.66666667,1
3.3333333333333335,115,1
3.3333333333333335,116.6666667,1
31.666666666666668,103.3333333,1
0.0,110,1
11.666666666666668,166.6666667,1
11.666666666666668,101.6666667,1
13.333333333333334,130,1
1.6666666666666667,133.3333333,1
16.666666666666668,120,1
21.666666666666668,135,1
13.333333333333334,128.3333333,1
15.0,108.3333333,1
5.0,116.6666667,1
5.0,116.6666667,1
3.3333333333333335,138.3333333,1
13.333333333333334,166.6666667,1
10.0,140,1
8.333333333333334,111.6666667,1
11.666666666666668,120,1
16.666666666666668,145,1
15.0,116.6666667,1
6.666666666666667,125,1
10.0,165,1
11.666666666666668,125,1
5.0,128.3333333,1
3.3333333333333335,111.6666667,1
68.33333333333333,136.6666667,1
1.6666666666666667,150,1
11.666666666666668,118.3333333,1
6.666666666666667,110,1
13.333333333333334,130,1
5.0,111.6666667,1
18.333333333333332,116.6666667,1
3.3333333333333335,110,1
5.0,115,1
13.333333333333334,123.3333333,1
8.333333333333334,111.6666667,1
1.6666666666666667,105,1
11.666666666666668,105,1
13.333333333333334,140,1
1.6666666666666667,120,1
8.333333333333334,98.33333333,1
1.6666666666666667,96.66666667,1
3.3333333333333335,125,1
3.3333333333333335,110,1
0.0,108.3333333,1
6.666666666666667,161.6666667,1
8.333333333333334,88.33333333,1
15.0,141.6666667,1
1.6666666666666667,113.3333333,1
3.3333333333333335,125,1
6.666666666666667,110,1
11.666666666666668,135,1
5.0,108.3333333,1
1.6666666666666667,121.6666667,1
13.333333333333334,128.3333333,1
1.6666666666666667,100,1
6.666666666666667,93.33333333,1
18.333333333333332,126.6666667,1
6.666666666666667,138.3333333,1
21.666666666666668,126.6666667,1
1.6666666666666667,133.3333333,1
5.0,153.3333333,1
5.0,80,1
13.333333333333334,120,1
20.0,118.3333333,1
hesaplanamadı,150,1
5.0,143.3333333,1
5.0,120,1
8.333333333333334,125,1
25.0,128.3333333,1
33.333333333333336,110,1
26.666666666666668,96.66666667,1
15.0,93.33333333,1
0.0,105,1
25.0,90,1
3.3333333333333335,103.3333333,1
0.0,111.6666667,1
15.0,118.3333333,1
1.6666666666666667,131.6666667,1
16.666666666666668,111.6666667,1
6.666666666666667,98.33333333,1
1.6666666666666667,115,1
11.666666666666668,123.3333333,1
6.666666666666667,118.3333333,1
5.0,190,1
5.0,176.6666667,1
25.0,118.3333333,1
3.3333333333333335,116.6666667,1
16.666666666666668,116.6666667,1
3.3333333333333335,108.3333333,1
5.0,111.6666667,1
23.333333333333336,136.6666667,1
8.333333333333334,131.6666667,1
8.333333333333334,116.6666667,1
18.333333333333332,136.6666667,1
5.0,133.3333333,1
1.6666666666666667,158.3333333,1
0.0,140,1
5.0,110,1
1.6666666666666667,128.3333333,1
15.0,126.6666667,1
13.333333333333334,138.3333333,1
13.333333333333334,121.6666667,1
11.666666666666668,135,1
13.333333333333334,95,1
0.0,138.3333333,1
8.333333333333334,135,1
3.3333333333333335,143.3333333,1
65.0,126.6666667,1
3.3333333333333335,115,1
3.3333333333333335,155,1
6.666666666666667,125,1
5.0,136.6666667,1
1.6666666666666667,126.6666667,1
hesaplanamadı,115,1
8.333333333333334,120,1
45.0,161.6666667,1
1.6666666666666667,133.3333333,1
50.0,128.3333333,1
5.0,135,1
3.3333333333333335,151.6666667,1
10.0,143.3333333,1
5.0,138.3333333,1
11.666666666666668,130,1
10.0,113.3333333,1
1.6666666666666667,126.6666667,1
13.333333333333334,125,1
1.6666666666666667,163.3333333,1
1.6666666666666667,105,1
15.0,101.6666667,1
8.333333333333334,155,1
3.3333333333333335,118.3333333,1
11.666666666666668,131.6666667,1
10.0,170,1
16.666666666666668,200,1
6.666666666666667,141.6666667,1
1.6666666666666667,125,1
1.6666666666666667,126.6666667,1
10.0,78.33333333,1
0.0,116.6666667,1
13.333333333333334,128.3333333,1
8.333333333333334,125,1
0.0,120,1
1.6666666666666667,121.6666667,1
